text,intent
market market for kanak,market
govt status,subsidy
kya next day heat hogi?,weather
spots kanak help,disease
righttime for soyabean pani,advice
any chance of mosam next day,weather
should i give seeds to dhan aaj?,advice
bugsin gehun,disease
where to sell pyaz for good paise,market
whatis the markit of corn 2day?,market
spotson cotton jad,disease
current ganna market market,market
govt form kaha milega,subsidy
HOW TO APPLY FOR SARKAR,subsidy
BARISH FORECAST FOR PUNJAB,weather
my sugarcane pattiyan are turning yellow,disease
BUGS IN GANNA,disease
SARKAR FORM KAHA MILEGA,subsidy
is prise up for gehun todday,market
my sarso stem are turning yellow,disease
SELL GEHUN AAJ PRICE,market
makka ret,market
tomato mandi,market
corn ke liye kaun sa urea acha hai,advice
what is the mandi of kapas now?,market
kapasmkt,market
dhoopforecast for punjab,weather
how is the temp now?,weather
wedder forecast for punjab,weather
current ganna baav baav,market
how much khad for ganna,advice
sell sugarcane aaj paise,market
kya tmrw weather hogi,weather
temptomorrow,weather
whereto sell rise for good baav,market
whereto sell mustard for good ret,market
is prise up for soybean todday?,market
rate rate for chawal,market
how to apply for loan,subsidy
govt yojana for dhan,subsidy
karz for tractor,subsidy
govt pm kisan for rise,subsidy
my rise stem are turning yellow,disease
rise mandi,market
medicine for potato disease,disease
will it mosam tomorrow,weather
baarish kal,weather
mosam tomorrow,weather
kya 2moro wedder hogi?,weather
schem status,subsidy
how much dap for gehu,advice
when to fertilizer sarso,advice
how to apply for yojana,subsidy
is there any sarkar for kanak farmers?,subsidy
PMscheme details,subsidy
medicine for kanak dry,disease
KISAN CREDIT CARD YOJANA,subsidy
how much dap for sarso?,advice
spots on tomato crop,disease
medicine for rice keeda,disease
currentsoybean pryce pryce,market
PM sarkar details,subsidy
temp alert needed,weather
when to khad pyaz,advice
yellowing rice help,disease
kisan credit card schem,subsidy
my aloo pattiyan are turning yellow,disease
ISHEAT COMING?,weather
white powder on pyaz,disease
IS THERE ANY SARKAR FOR RISE FARMERS?,subsidy
kapas is dying what to do,disease
tellme chawal rate,market
KISAN CREDIT CARD SUBSIDY,subsidy
baarishalert needed,weather
corn me bimari lag gaya,disease
how to save wheet from disease,disease
whatis the mkt of wheat 2day?,market
sellganna td mandi,market
kisan credit card yojana,subsidy
soyabean me dry lag gaya,disease
bhav bhav for pyaz??,market
what boi for rise?,advice
best dap for mustard,advice
PM govt details,subsidy
mysarso jad are turning yellow,disease
mosam alert needed,weather
rise ke liye kaun sa ugana acha hai?,advice
best pani for dhan,advice
my pyaz tana are turning yellow,disease
KYA TMRW HEAT HOGI,weather
is baarish coming?,weather
scheme status,subsidy
is price up for kapas aaj,market
bank for tractor,subsidy
white powder on pyaz,disease
corn ka market kya hai now?,market
white powder on potato,disease
TAMATAR MARKIT,market
PM pm kisan details,subsidy
ismkt up for makka td,market
what fertilizer for tamatar,advice
govt subsidy for cotton,subsidy
baarishtmrw,weather
what urea for potato,advice
PM sabsidi details,subsidy
where to sell rice for good market,market
too much temp for kanak,weather
chawal me yellowing lag gaya,disease
how much dap for onion?,advice
schemstatus,subsidy
right time for cotton ugana,advice
pryce pryce for rice??,market
how to save wheat from disease,disease
yellowing attack on cotton,disease
bugs in aloo,disease
intercropping with pyaz,advice
kanak ke liye kaun sa plant acha hai?,advice
how much pani for soybean?,advice
need pm kisan for farming,subsidy
need help with soyabean fertilizer,advice
medicine for soybean bimari,disease
sabsidi status,subsidy
how to apply for yojana,subsidy
too much wedder for makka,weather
rise me disease lag gaya,disease
sell kapas aaj mkt,market
scheme form kaha milega,subsidy
NEED SARKAR FOR FARMING,subsidy
PM pm kisan details,subsidy
need help with gehu urea,advice
is there any karz for soyabean farmers?,subsidy
any chance of mausam 2moro,weather
govt loan for rice,subsidy
best pani for gehu,advice
intercropping with kanak,advice
price price for aloo,market
intercropping with soyabean,advice
howis the mosam todday,weather
bugs in ganna,disease
mandimandi for cotton,market
kya tmrw heat hogi?,weather
karz for tractor,subsidy
bugs sarso help,disease
whitepowder on makka,disease
howto save tomato from spots,disease
anychance of mausam tmrw?,weather
how much dap for mustard,advice
spots on tomato fasal,disease
need loan for farming,subsidy
right time for soybean seeds,advice
when to urea gehun,advice
is markit up for tamatar today?,market
my tomato fasal are turning yellow,disease
PM bank details,subsidy
mosam alert needed,weather
current kapas paise paise,market
NEED HELP WITH RICE FERTILIZER,advice
where to sell tomato for good ret,market
wedder tomorow,weather
baarish tomorrow,weather
PMschem details,subsidy
too much mosam for sugarcane,weather
bugs in dhan,disease
KYATMRW WEDDER HOGI?,weather
what is the baav of gehun aaj?,market
PM sarkar details,subsidy
too much heat for kapas,weather
how to save aloo from pest,disease
medicinefor aloo bimari,disease
isdhoop coming?,weather
WILL IT WEDDER KAL?,weather
how is the wedder td?,weather
BUGS IN GANNA,disease
govtfor tractor,subsidy
howmuch plant for chawal?,advice
mausam forecast for punjab,weather
medicinefor makka pest,disease
sabsidi status,subsidy
how to apply for scheme,subsidy
my kapas fasal are turning yellow,disease
should i give dap to chawal todday,advice
IS WEATHER COMING?,weather
willit wether tomorrow?,weather
is mausam coming?,weather
govtpm kisan for cotton,subsidy
kapas ke liye kaun sa fertilizer acha hai,advice
sugarcaneka price kya hai today?,market
whitepowder on wheet,disease
how much plant for gehu?,advice
schemestatus,subsidy
sell sugarcane 2day baav,market
where to sell cotton for good market,market
white powder on rice,disease
tellme rice mandi,market
how to apply for sarkar,subsidy
shouldi give fertilizer to onion today?,advice
sarso rate,market
how much urea for soyabean,advice
what pani for potato?,advice
is there any loan for pyaz farmers?,subsidy
ANY CHANCE OF WEDDER TMRW?,weather
isbarish coming?,weather
what is the rate of chawal today,market
tell me wheet bhav,market
rain tmrw,weather
pm kisan for tractor,subsidy
whatis the market of soyabean today,market
how is the wedder aaj?,weather
heat forecast for punjab,weather
howmuch plant for onion?,advice
when to khad chawal?,advice
need help with rice pani,advice
will it baarish tomorow,weather
pm kisan for tractor,subsidy
is bhav up for makka aaj?,market
sell tomato aaj bhav,market
spots on soybean leaves,disease
soyabean pryce,market
WHAT DAP FOR WHEAT?,advice
govtgovt for corn,subsidy
kya 2moro rain hogi?,weather
kisan credit card sarkar,subsidy
chawal me bugs lag gaya,disease
govt karz for dhan,subsidy
sell pyaz today paise,market
toomuch weather for makka,weather
current wheat mandi mandi,market
best khad for aloo,advice
where to sell makka for good bhav,market
govt schem for kapas,subsidy
sarso ke liye kaun sa beej acha hai?,advice
RATERATE FOR TAMATAR??,market
should i give fertilizer to makka 2day?,advice
sell ganna td ret,market
what urea for rise?,advice
sabsidi for tractor,subsidy
willit dhoop tmrw?,weather
weather forecast for punjab,weather
ganna is dying what to do,disease
heat 2moro,weather
will it barish 2moro?,weather
KISAN CREDIT CARD PM KISAN,subsidy
IS THERE ANY KARZ FOR RICE FARMERS?,subsidy
loanfor tractor,subsidy
WETHER KAL,weather
tell me wheat market,market
tellme ganna ret,market
mkt mkt for onion,market
how to save chawal from dying,disease
intercropping with dhan,advice
how to save tamatar from pest,disease
need schem for farming,subsidy
will it temp tomorow,weather
WHAT WATER FOR CHAWAL?,advice
baav baav for rice,market
HOW TO SAVE GANNA FROM BIMARI,disease
subsidy form kaha milega,subsidy
should i give plant to tomato todday,advice
spots attack on mustard,disease
needhelp with corn pani,advice
dhoop kal,weather
medicine for onion keeda,disease
what is the mkt of sugarcane todday?,market
DYINGSOYABEAN HELP,disease
GOVT FORM KAHA MILEGA,subsidy
rise market,market
will it baarish tomorow?,weather
aloo ke liye kaun sa pani acha hai?,advice
weather 2moro,weather
soybean me sick lag gaya,disease
dying attack on tomato,disease
PMkarz details,subsidy
sell mustard td prise,market
whitepowder on onion,disease
dhoop forecast for punjab,weather
soybean price,market
bank for tractor,subsidy
kisancredit card schem,subsidy
wedder tomorow,weather
tell me gehun mandi,market
rainalert needed,weather
how to apply for schem,subsidy
is there any loan for sarso farmers,subsidy
price price for ganna??,market
subsidy for tractor,subsidy
soyabeanme bimari lag gaya,disease
kisancredit card schem,subsidy
dhoop alert needed,weather
my tomato jad are turning yellow,disease
my sarso pattiyan are turning yellow,disease
onion ke liye kaun sa plant acha hai,advice
current chawal baav baav,market
IS MAUSAM COMING?,weather
yojana status,subsidy
spots on sarso leaves,disease
kapas mkt,market
best ugana for soyabean,advice
ANY CHANCE OF WEDDER KAL,weather
tamatar ka rate kya hai 2day?,market
bimari kanak help,disease
HOW MUCH PANI FOR GEHUN,advice
INTERCROPPING WITH SUGARCANE,advice
temp forecast for punjab,weather
any chance of rain tmrw?,weather
mausam2moro,weather
bank status,subsidy
kanak mkt,market
medicinefor rice bimari,disease
BUGS IN KANAK,disease
right time for kanak plant,advice
TELL ME GANNA PAISE,market
will it weather tmrw?,weather
makka is dying what to do,disease
kyanext day temp hogi?,weather
chawal ke liye kaun sa seeds acha hai,advice
temp forecast for punjab,weather
dhoop alert needed,weather
scheme for tractor,subsidy
intercropping with mustard,advice
isheat coming?,weather
kisan credit card karz,subsidy
is dhoop coming,weather
current cotton mkt mkt,market
sabsidi status,subsidy
will it heat tmrw,weather
SARKARSTATUS,subsidy
barish alert needed,weather
kya kal wedder hogi,weather
kisan credit card govt,subsidy
cotton ka market kya hai today,market
need sabsidi for farming,subsidy
need karz for farming,subsidy
INTERCROPPING WITH KANAK,advice
sugarcanemkt,market
ganna prise,market
spots on kapas tana,disease
how to apply for govt,subsidy
makkais dying what to do,disease
what is the prise of wheet now?,market
is baav up for onion now?,market
sick attack on wheet,disease
baarish alert needed,weather
any chance of wether next day?,weather
govt status,subsidy
how to save wheet from pest,disease
bugsin sarso,disease
is mandi up for gehu todday?,market
BANK STATUS,subsidy
medicine for makka yellowing,disease
any chance of mosam kal?,weather
rice me dying lag gaya,disease
subsidy form kaha milega,subsidy
my kapas tana are turning yellow,disease
sell makka now mandi,market
rate rate for kapas??,market
mustard ke liye kaun sa dap acha hai,advice
wether tmrw,weather
govt karz for chawal,subsidy
howis the temp aaj?,weather
howis the mosam aaj,weather
kisan credit card karz,subsidy
whatis the price of potato todday?,market
too much heat for chawal,weather
rise me bimari lag gaya,disease
shouldi give fertilizer to soybean aaj?,advice
temp alert needed,weather
right time for pyaz urea,advice
bugsin pyaz,disease
keedamakka help,disease
WILL IT BAARISH TMRW?,weather
KAPAS KA BHAV KYA HAI TODAY?,market
scheme form kaha milega,subsidy
soyabean pryce,market
tell me rise ret,market
medicine for chawal dry,disease
dry attack on gehu,disease
should i give ugana to pyaz todday,advice
what pani for aloo?,advice
riceme sukha lag gaya,disease
best beej for sarso,advice
BUGS IN CHAWAL,disease
YOJANA FOR TRACTOR,subsidy
need help with wheet dap,advice
WHERE TO SELL GANNA FOR GOOD MKT,market
whereto sell kanak for good mkt,market
how to save rice from keeda,disease
gehun ka pryce kya hai today?,market
white powder on dhan,disease
sick attack on tamatar,disease
shouldi give plant to sarso todday?,advice
INTERCROPPING WITH RICE,advice
loan form kaha milega,subsidy
willit heat tmrw?,weather
what seeds for wheet?,advice
sell kanak 2day paise,market
how to save aloo from bugs,disease
is market up for pyaz todday?,market
need subsidy for farming,subsidy
my onion tana are turning yellow,disease
kyanext day temp hogi?,weather
IS THERE ANY SARKAR FOR RISE FARMERS,subsidy
right time for sugarcane seeds,advice
onion ret,market
govt govt for makka,subsidy
NEED YOJANA FOR FARMING,subsidy
will it weather next day?,weather
dhoop alert needed,weather
what is the price of wheat now?,market
howmuch boi for chawal,advice
whatis the market of tamatar now?,market
kisan credit card yojana,subsidy
govtfor tractor,subsidy
mustard me dry lag gaya,disease
my chawal jad are turning yellow,disease
too much wedder for wheet,weather
yojanastatus,subsidy
kapas bhav,market
best urea for kapas,advice
ANY CHANCE OF BARISH TMRW,weather
NEED HELP WITH SOYBEAN DAP,advice
weatherkal,weather
marketmarket for kapas??,market
kisancredit card subsidy,subsidy
too much baarish for wheat,weather
govt form kaha milega,subsidy
bankfor tractor,subsidy
current wheet bhav bhav,market
white powder on dhan,disease
PM subsidy details,subsidy
ANYCHANCE OF RAIN TOMORROW?,weather
will it mosam tomorow,weather
scheme for tractor,subsidy
govt status,subsidy
where to sell kanak for good market,market
keeda pyaz help,disease
what is the market of sarso 2day?,market
pyaz is dying what to do,disease
sell dhan aaj markit,market
any chance of mosam tomorow,weather
kisancredit card bank,subsidy
white powder on ganna,disease
current chawal market market,market
need help with aloo pani,advice
best urea for soybean,advice
intercropping with dhan,advice
PMschem details,subsidy
tell me soyabean paise,market
bestplant for onion,advice
where to sell kanak for good market,market
tell me soybean price,market
where to sell soybean for good rate,market
kisan credit card loan,subsidy
whento seeds wheat,advice
